시간,유저코드,카테고리,제품코드,가격,행동
2022-06-01 22:28:50,u534622754,패션,p20100087,30.34,V
2022-06-01 22:28:52,u552742657,식품,p16600172,223.94,V
2022-06-01 22:28:56,u517833458,자동차,p47006140,128.7,V
2022-06-01 22:28:56,u522849828,컴퓨터,p47900004,1029.62,V
2022-06-01 22:29:00,u564601061,컴퓨터,p36012480,173.27,V
2022-06-01 22:29:08,u512783567,식품,p13071790,797.7,V
2022-06-01 22:29:17,u526005748,패션,p14701857,100.62,V
2022-06-01 22:29:24,u563699277,식품,p24400436,10.17,V
2022-06-01 22:29:25,u562309998,패션,p37011350,204.63,V
2022-06-01 22:29:26,u512467236,식품,p12703322,90.61,V
2022-06-01 22:29:27,u550300302,식품,p15700194,167.55,V
2022-06-01 22:29:31,u555179882,식품,p63000510,87.95,V
2022-06-01 22:29:35,u515792454,식품,p10026290,358.31,V
2022-06-01 22:29:36,u520003760,식품,p14400024,25.48,V
2022-06-01 22:29:38,u513152080,컴퓨터,p51900007,101.93,V
2022-06-01 22:29:38,u516253278,컴퓨터,p18019700,926.38,V
2022-06-01 22:29:49,u516387460,컴퓨터,p10025480,526.4,V
2022-06-01 22:30:02,u515376848,컴퓨터,p21410751,481.35,V
2022-06-01 22:30:04,u533219928,패션,p50002290,395.21,V
2022-06-01 22:30:09,u555699167,식품,p10038560,127.59,V
2022-06-01 22:30:10,u512857729,식품,p10051560,321.76,V
2022-06-01 22:30:14,u516495137,식품,p12015670,437.31,V
2022-06-01 22:30:14,u522618039,패션,p34000150,153.9,V
2022-06-01 22:30:16,u513439664,컴퓨터,p18019010,591.69,V
2022-06-01 22:30:17,u566563827,식품,p48042950,22.76,V
2022-06-01 22:30:17,u530238933,식품,p10051150,941.53,V
2022-06-01 22:30:24,u514376055,식품,p15100103,347.24,V
2022-06-01 22:30:30,u566566127,식품,p15100367,499.11,V
2022-06-01 22:30:34,u556403629,식품,p89000570,10.09,V
2022-06-01 22:30:37,u512628627,컴퓨터,p18015590,321.73,V
2022-06-01 22:30:40,u519607089,패션,p15100350,321.73,V
2022-06-01 22:30:49,u512857729,패션,p10048060,347.24,V
2022-06-01 22:30:52,u545317775,식품,p10042490,724.34,V
2022-06-01 22:30:53,u549391310,컴퓨터,p36014900,302.3,V
2022-06-01 22:30:57,u533219928,식품,p50004130,253.01,V
2022-06-01 22:30:58,u512729753,식품,p98002730,32.43,V
2022-06-01 22:30:58,u513152080,자동차,p57300036,102.71,V
2022-06-01 22:30:58,u555179882,식품,p63007910,32.18,V
2022-06-01 22:31:04,u541666986,자동차,p33004620,50.25,V
2022-06-01 22:31:09,u515437496,식품,p13070580,1338.26,V
2022-06-01 22:31:09,u529448354,식품,p18015390,406.7,V
2022-06-01 22:31:09,u516648632,컴퓨터,p64002850,185.85,V
2022-06-01 22:31:11,u559010998,식품,p21408825,124.84,V
2022-06-01 22:31:14,u564982424,패션,p22700459,233.98,V
2022-06-01 22:31:18,u514911754,자동차,p45602207,59.72,V
2022-06-01 22:31:22,u554684184,자동차,p17200449,540.53,V
2022-06-01 22:31:30,u520132371,식품,p10044280,785.09,V
2022-06-01 22:31:32,u566561497,패션,p23100025,359.92,V
2022-06-01 22:31:34,u529448354,식품,p18020380,189.36,V
2022-06-01 22:31:36,u512729753,식품,p98002730,32.43,V
2022-06-01 22:31:38,u541562476,식품,p28101620,40.93,V
2022-06-01 22:31:43,u523973451,패션,p12704952,63.84,V
2022-06-01 22:31:45,u516648632,식품,p64002490,127.67,V
2022-06-01 22:31:45,u564982424,식품,p22700075,24.45,V
2022-06-01 22:31:50,u542120455,식품,p13104627,669.26,V
2022-06-01 22:31:52,u512756023,자동차,p12015040,154.16,V
2022-06-01 22:31:52,u513636886,식품,p39600008,46.33,V
2022-06-01 22:32:00,u543671294,패션,p26021400,388.63,V
2022-06-01 22:32:01,u550300302,패션,p15700187,77.97,V
2022-06-01 22:32:11,u522757504,패션,p21100159,52.0,V
2022-06-01 22:32:20,u530188395,패션,p18400353,86.23,V
2022-06-01 22:32:22,u549141172,식품,p26300095,620.87,V
2022-06-01 22:32:27,u512857729,식품,p10040590,378.13,V
2022-06-01 22:32:41,u552676423,패션,p35002330,1184.05,V
2022-06-01 22:32:45,u563966953,식품,p12300261,114.65,V
2022-06-01 22:32:57,u561280243,자동차,p12719241,88.81,V
2022-06-01 22:33:07,u557121175,식품,p21401485,21.11,V
2022-06-01 22:33:19,u557121175,패션,p21403863,21.36,V
2022-06-01 22:33:24,u519373035,패션,p87003200,48.88,V
2022-06-01 22:33:27,u518361984,패션,p13902164,90.09,V
2022-06-01 22:33:28,u512857729,패션,p10044600,268.99,V
2022-06-01 22:33:29,u553166911,컴퓨터,p26009560,57.92,V
2022-06-01 22:33:34,u532623255,식품,p13500233,38.87,V
2022-06-01 22:33:44,u523419796,패션,p10501366,97.79,V
2022-06-01 22:33:50,u533219928,패션,p50006100,1728.91,V
2022-06-01 22:33:53,u547109083,식품,p13400111,179.93,V
2022-06-01 22:33:57,u555699167,컴퓨터,p10048550,128.42,V
2022-06-01 22:34:02,u525724825,자동차,p17300842,53.68,V
2022-06-01 22:34:05,u516606088,컴퓨터,p16900119,57.38,V
2022-06-01 22:34:08,u515789329,자동차,p12000212,50.17,V
2022-06-01 22:34:10,u520236701,자동차,p13300558,152.9,V
2022-06-01 22:34:13,u519607089,식품,p15700116,234.24,V
2022-06-01 22:34:19,u540766354,컴퓨터,p15900071,12.84,V
2022-06-01 22:34:21,u515376848,컴퓨터,p21407206,715.59,V
2022-06-01 22:34:23,u512489731,식품,p18800019,36.04,V
2022-06-01 22:34:23,u533219928,패션,p50005060,98.54,V
2022-06-01 22:34:24,u547109083,식품,p13400401,190.46,V
2022-06-01 22:34:27,u513416243,패션,p10044950,71.82,V
2022-06-01 22:34:27,u555179882,자동차,p63019910,38.59,V
2022-06-01 22:34:29,u530035466,식품,p27000009,586.73,V
2022-06-01 22:34:32,u557121175,컴퓨터,p21404428,24.13,V
2022-06-01 22:34:37,u516617888,자동차,p57004010,48.91,V
2022-06-01 22:34:37,u541087491,패션,p26300241,266.13,V
2022-06-01 22:34:41,u520885045,식품,p10048360,229.9,V
2022-06-01 22:34:45,u519236722,식품,p15700194,167.55,V
2022-06-01 22:34:55,u551413803,식품,p57010620,203.78,V
2022-06-01 22:34:56,u515376848,컴퓨터,p21407206,715.59,V
2022-06-01 22:34:58,u552676423,식품,p35000460,398.95,V
2022-06-01 22:35:01,u525724825,자동차,p17300842,53.68,V
2022-06-01 22:35:09,u514702532,자동차,p14700583,236.53,V
2022-06-01 22:35:10,u533219928,식품,p50004950,107.23,V
2022-06-01 22:35:12,u512857729,패션,p10051570,269.74,V
2022-06-01 22:35:18,u565683744,패션,p28715540,105.54,V
2022-06-01 22:35:21,u516336988,패션,p17300181,24.28,V
2022-06-01 22:35:23,u518562310,식품,p10026290,358.31,V
2022-06-01 22:35:27,u566561497,식품,p23100017,334.18,V
2022-06-01 22:35:29,u532623255,식품,p15100110,849.19,V
2022-06-01 22:35:35,u513580207,패션,p26403247,79.54,V
2022-06-01 22:35:35,u512437291,컴퓨터,p10052360,231.41,V
2022-06-01 22:35:35,u512489731,식품,p18800009,32.18,V
2022-06-01 22:35:40,u566567851,식품,p15100367,499.11,V
2022-06-01 22:35:41,u516617888,패션,p57011160,36.04,V
2022-06-01 22:35:43,u551413803,식품,p57010620,203.78,V
2022-06-01 22:35:45,u512857729,식품,p10051560,321.76,V
2022-06-01 22:35:47,u521858836,컴퓨터,p10033060,577.04,V
2022-06-01 22:35:56,u532623255,패션,p15100009,321.73,V
2022-06-01 22:36:00,u520236701,컴퓨터,p13300159,100.39,V
2022-06-01 22:36:03,u564601061,패션,p36014890,476.17,V
2022-06-01 22:36:12,u559379958,식품,p10049490,874.93,V
2022-06-01 22:36:12,u514552649,패션,p12720613,50.19,V
2022-06-01 22:36:12,u518624650,패션,p14701163,427.3,V
2022-06-01 22:36:17,u512993184,식품,p51100101,46.33,V
2022-06-01 22:36:18,u519788128,식품,p53500009,29.5,V
2022-06-01 22:36:22,u522469334,패션,p57006770,180.16,V
2022-06-01 22:36:25,u551795855,컴퓨터,p31501181,31.74,V
2022-06-01 22:36:30,u529448354,식품,p18016900,369.45,V
2022-06-01 22:36:31,u513152080,자동차,p28718039,79.02,V
2022-06-01 22:36:38,u556463884,식품,p27015710,248.37,V
2022-06-01 22:36:43,u523796981,자동차,p35108874,17.22,V
2022-06-01 22:36:44,u549391310,식품,p36014030,181.19,V
2022-06-01 22:36:59,u513152080,컴퓨터,p28719086,44.79,V
2022-06-01 22:37:00,u566002430,패션,p26404408,130.25,V
2022-06-01 22:37:01,u531874956,식품,p14300370,47.99,V
2022-06-01 22:37:02,u520003760,자동차,p10050040,231.1,V
2022-06-01 22:37:04,u563816415,컴퓨터,p10051620,281.58,V
2022-06-01 22:37:13,u513152080,식품,p28719634,44.79,V
2022-06-01 22:37:19,u540766354,식품,p16400390,18.02,V
2022-06-01 22:37:24,u538253184,패션,p54400003,56.11,V
2022-06-01 22:37:27,u554684184,패션,p17200472,592.01,V
2022-06-01 22:37:29,u565531754,자동차,p26400292,185.85,V
2022-06-01 22:37:38,u513062405,패션,p26300084,510.18,V
2022-06-01 22:37:39,u512857729,패션,p10051570,269.74,V
2022-06-01 22:37:46,u533219928,식품,p50003420,129.47,V
2022-06-01 22:37:48,u523272235,패션,p93000670,127.93,V
2022-06-01 22:37:53,u549391310,식품,p36012290,257.38,V
2022-06-01 22:38:05,u513636886,식품,p19700017,6.84,V
2022-06-01 22:38:06,u513580207,패션,p26403869,81.47,V
2022-06-01 22:38:07,u512729753,식품,p98005900,39.87,V
2022-06-01 22:38:08,u545383799,식품,p10047930,448.35,V
2022-06-01 22:38:10,u565531754,식품,p26400313,352.65,V
2022-06-01 22:38:14,u551699413,패션,p10042460,746.84,V
2022-06-01 22:38:24,u551658360,식품,p10050140,498.55,V
2022-06-01 22:38:28,u566561497,식품,p23100017,334.18,V
2022-06-01 22:38:29,u566570326,패션,p10035490,411.59,V
2022-06-01 22:38:30,u514827122,컴퓨터,p18019010,591.69,V
2022-06-01 22:38:30,u513636886,컴퓨터,p19700005,9.91,V
2022-06-01 22:38:31,u512764004,자동차,p27016380,249.81,V
2022-06-01 22:38:33,u519607089,자동차,p15100430,431.13,V
2022-06-01 22:38:38,u551795855,식품,p31501070,51.22,V
2022-06-01 22:38:42,u522469334,식품,p57012340,303.71,V
2022-06-01 22:38:48,u542541189,자동차,p51007210,154.16,V
2022-06-01 22:38:52,u523272235,식품,p93000340,89.81,V
2022-06-01 22:38:56,u516336988,식품,p53006050,12.84,V
2022-06-01 22:38:59,u531537488,식품,p26200710,182.76,V
2022-06-01 22:39:01,u515064619,식품,p10048330,170.14,V
2022-06-01 22:39:16,u545383799,식품,p10051640,281.13,V
2022-06-01 22:39:21,u565531754,식품,p26400313,352.65,V
2022-06-01 22:39:27,u524946851,컴퓨터,p10048870,128.63,V
2022-06-01 22:39:28,u540766354,식품,p16000958,12.23,V
2022-06-01 22:39:36,u562329285,식품,p10033050,597.96,V
2022-06-01 22:39:41,u536174624,식품,p10048730,361.61,V
2022-06-01 22:39:41,u565796552,식품,p10046630,898.32,V
2022-06-01 22:39:45,u541562476,식품,p28101620,40.93,V
2022-06-01 22:39:45,u523796981,패션,p44400019,40.67,V
2022-06-01 22:39:47,u512374518,식품,p22400196,22.88,V
2022-06-01 22:39:59,u519398146,식품,p10048710,272.31,V
2022-06-01 22:40:07,u533219928,식품,p50002400,143.32,V
2022-06-01 22:40:09,u533772307,식품,p37900129,41.7,V
2022-06-01 22:40:15,u517259105,식품,p10052210,306.31,V
2022-06-01 22:40:21,u547558327,자동차,p31501122,116.09,V
2022-06-01 22:40:22,u516336988,패션,p53013990,15.04,V
2022-06-01 22:40:41,u526005748,식품,p37013870,43.73,V
2022-06-01 22:40:42,u515666485,자동차,p15100008,488.79,V
2022-06-01 22:40:45,u514699761,식품,p17015450,156.76,V
2022-06-01 22:40:48,u566561497,식품,p23100033,308.44,V
2022-06-01 22:40:50,u522469334,식품,p57008280,231.67,V
2022-06-01 22:40:50,u533219928,식품,p50002510,143.32,V
2022-06-01 22:40:52,u520236701,자동차,p18016230,372.98,V
2022-06-01 22:40:56,u555653089,패션,p31500231,45.82,V
2022-06-01 22:41:02,u547175560,패션,p10051350,1661.74,V
2022-06-01 22:41:02,u557121175,자동차,p21408314,125.61,V
2022-06-01 22:41:16,u566569913,식품,p10050080,94.37,V
2022-06-01 22:41:20,u552081852,패션,p36012710,324.31,V
2022-06-01 22:41:25,u564601061,패션,p29009580,56.6,V
2022-06-01 22:41:27,u520740698,패션,p28719076,82.63,V
2022-06-01 22:41:28,u566567851,컴퓨터,p15100382,1188.68,V
2022-06-01 22:41:28,u518624650,식품,p20900517,74.39,V
2022-06-01 22:41:29,u555838434,자동차,p25018160,42.24,V
2022-06-01 22:41:35,u542469263,식품,p27026100,77.2,V
2022-06-01 22:41:39,u513876885,패션,p45010900,374.27,V
2022-06-01 22:41:44,u523272235,컴퓨터,p14015670,205.15,V
2022-06-01 22:41:47,u514019691,컴퓨터,p65009920,133.56,V
2022-06-01 22:41:48,u526049106,식품,p11500892,1801.82,V
2022-06-01 22:41:50,u566561497,식품,p23100017,334.18,V
2022-06-01 22:42:08,u516494743,패션,p93000670,127.93,V
2022-06-01 22:42:11,u552081852,식품,p36004570,205.27,V
2022-06-01 22:42:19,u533219928,식품,p50007800,162.14,V
2022-06-01 22:42:25,u562396611,자동차,p20900228,81.86,V
2022-06-01 22:42:29,u512370912,식품,p67009850,334.35,V
2022-06-01 22:42:32,u514256970,식품,p51002680,24.17,V
2022-06-01 22:42:37,u551361102,패션,p10051000,139.62,V
2022-06-01 22:42:46,u542851136,패션,p13064130,759.32,V
2022-06-01 22:42:46,u516747555,식품,p18020080,681.85,V
2022-06-01 22:42:46,u513152080,식품,p28721987,133.83,V
2022-06-01 22:42:47,u513072539,식품,p17302037,564.94,V
2022-06-01 22:42:47,u551795855,자동차,p31500157,51.46,V
2022-06-01 22:42:50,u559050266,패션,p13059770,2496.59,V
2022-06-01 22:42:53,u556582972,자동차,p63014180,58.66,V
2022-06-01 22:42:55,u530188395,식품,p58008650,151.61,V
2022-06-01 22:43:02,u542851136,패션,p13064130,759.32,V
2022-06-01 22:43:12,u513628830,식품,p22700601,24.04,V
2022-06-01 22:43:13,u516494743,패션,p93000430,154.37,V
2022-06-01 22:43:14,u539144390,컴퓨터,p39600014,30.89,V
2022-06-01 22:43:15,u519607089,식품,p15100148,378.36,V
2022-06-01 22:43:34,u542913550,식품,p10047480,127.33,V
2022-06-01 22:43:38,u530188395,식품,p58014820,51.22,V
2022-06-01 22:43:38,u556249664,식품,p12100763,299.53,V
2022-06-01 22:43:47,u549139526,패션,p37015920,187.72,V
2022-06-01 22:43:47,u529448354,식품,p18015810,374.36,V
2022-06-01 22:43:50,u520330974,컴퓨터,p57011930,244.54,V
2022-06-01 22:43:52,u512857307,패션,p63011130,45.48,V
2022-06-01 22:43:53,u526049106,자동차,p11500744,332.05,V
2022-06-01 22:43:57,u549139526,자동차,p37015960,190.46,V
2022-06-01 22:44:01,u515792454,컴퓨터,p24400438,51.35,V
2022-06-01 22:44:01,u535144583,식품,p28719146,136.17,V
2022-06-01 22:44:02,u516658199,패션,p29400000,205.93,V
2022-06-01 22:44:04,u530391124,식품,p12200998,1156.18,V
2022-06-01 22:44:05,u547109083,패션,p13400907,161.65,V
2022-06-01 22:44:05,u543203506,컴퓨터,p48045920,257.38,V
2022-06-01 22:44:06,u517002111,식품,p18019350,166.0,V
2022-06-01 22:44:08,u512919260,식품,p13070760,669.23,V
2022-06-01 22:44:15,u512729753,식품,p30901033,27.03,V
2022-06-01 22:44:15,u564304916,식품,p52000061,75.16,V
2022-06-01 22:44:17,u539481440,자동차,p58002180,34.75,V
2022-06-01 22:44:21,u566215254,식품,p12012330,94.98,V
2022-06-01 22:44:28,u563549345,식품,p26011060,169.81,V
2022-06-01 22:44:35,u514376055,패션,p15100350,321.73,V
2022-06-01 22:44:41,u533849148,식품,p26404389,159.59,V
2022-06-01 22:44:44,u512857729,컴퓨터,p10052390,280.32,V
2022-06-01 22:44:46,u551890121,컴퓨터,p10047670,242.13,V
2022-06-01 22:44:52,u513856670,식품,p10051600,211.27,V
2022-06-01 22:44:55,u512685320,식품,p26205554,8.11,V
2022-06-01 22:44:59,u514985422,자동차,p65010410,115.58,V
2022-06-01 22:45:00,u513800262,자동차,p26601612,229.89,V
2022-06-01 22:45:02,u526049106,컴퓨터,p11500654,512.24,V
2022-06-01 22:45:05,u515666485,자동차,p13201002,176.04,V
2022-06-01 22:45:11,u526049106,컴퓨터,p11500871,513.17,V
2022-06-01 22:45:11,u533219928,식품,p50008100,169.6,V
2022-06-01 22:45:21,u526049106,컴퓨터,p11500896,540.53,V
2022-06-01 22:45:21,u514376055,컴퓨터,p15100403,461.76,V
2022-06-01 22:45:23,u513800262,자동차,p26601328,725.78,V
2022-06-01 22:45:27,u537186761,식품,p48042950,22.76,V
2022-06-01 22:45:30,u547136959,컴퓨터,p12701103,87.78,V
2022-06-01 22:45:31,u548357053,컴퓨터,p13074460,1158.31,V
2022-06-01 22:45:39,u555838434,자동차,p25018160,42.24,V
2022-06-01 22:45:40,u563549345,패션,p26014850,453.01,V
2022-06-01 22:45:41,u566528362,패션,p10044340,280.83,V
2022-06-01 22:45:43,u562363403,식품,p38008960,22.11,V
2022-06-01 22:45:45,u513016752,식품,p21100428,35.73,V
2022-06-01 22:45:50,u513884253,자동차,p10040350,149.17,V
2022-06-01 22:45:57,u520885045,패션,p10052600,694.97,V
2022-06-01 22:45:57,u563816415,컴퓨터,p10047670,242.13,V
2022-06-01 22:46:00,u516494743,자동차,p37005800,327.96,V
2022-06-01 22:46:00,u564910799,패션,p17303069,77.22,V
2022-06-01 22:46:08,u566164512,식품,p49300092,125.1,V
2022-06-01 22:46:11,u555653089,자동차,p16000928,19.25,V
2022-06-01 22:46:14,u515406411,자동차,p26300079,343.12,V
2022-06-01 22:46:16,u515661539,식품,p10033050,597.96,V
2022-06-01 22:46:26,u559010998,자동차,p21410061,22.91,V
2022-06-01 22:46:29,u542268182,식품,p70045080,102.96,V
2022-06-01 22:46:40,u549391310,자동차,p36013230,313.75,V
2022-06-01 22:46:46,u544754369,식품,p12703015,42.99,V
2022-06-01 22:46:56,u529448354,식품,p18015920,514.21,V
2022-06-01 22:47:03,u512729753,컴퓨터,p30901154,13.39,V
2022-06-01 22:47:16,u512729753,패션,p30901104,15.06,V
2022-06-01 22:47:21,u566572114,식품,p10051050,1348.32,V
2022-06-01 22:47:38,u513767255,식품,p10039820,115.55,V
2022-06-01 22:47:47,u521589339,패션,p19200118,767.07,V
2022-06-01 22:47:48,u513252612,패션,p21405269,259.47,V
2022-06-01 22:47:54,u544754369,식품,p12703015,42.99,V
2022-06-01 22:48:10,u542913550,식품,p10051590,212.09,V
2022-06-01 22:48:12,u513058453,패션,p70011680,435.02,V
2022-06-01 22:48:17,u515376848,패션,p21411643,544.18,V
2022-06-01 22:48:23,u555432420,식품,p10051170,1181.55,V
2022-06-01 22:48:30,u555535246,식품,p10050140,498.55,V
2022-06-01 22:48:38,u525075657,패션,p58008430,46.31,V
2022-06-01 22:48:38,u561710731,식품,p17014720,373.51,V
2022-06-01 22:48:40,u546852746,패션,p15700075,211.85,V
2022-06-01 22:48:42,u565531754,패션,p26402330,159.59,V
2022-06-01 22:48:43,u566352725,식품,p26200939,102.71,V
2022-06-01 22:48:43,u549391310,식품,p36015970,370.38,V
2022-06-01 22:48:48,u533395959,자동차,p18019600,334.6,V
2022-06-01 22:48:51,u531874956,패션,p14300238,1945.48,V
2022-06-01 22:48:59,u526049106,식품,p11500525,145.7,V
2022-06-01 22:49:17,u565666085,식품,p10051580,306.31,V
2022-06-01 22:49:21,u566561497,식품,p23100033,308.44,V
2022-06-01 22:49:21,u562396611,식품,p21000052,110.94,V
2022-06-01 22:49:27,u514761730,컴퓨터,p23000069,25.48,V
2022-06-01 22:49:28,u547136959,컴퓨터,p12701103,87.78,V
2022-06-01 22:49:32,u529448354,패션,p18009440,539.78,V
2022-06-01 22:49:34,u514376055,식품,p15100145,345.93,V
2022-06-01 22:49:45,u512467236,자동차,p12700151,99.1,V
2022-06-01 22:49:55,u512655902,자동차,p10043170,159.26,V
2022-06-01 22:49:55,u562363403,식품,p38003100,30.58,V
2022-06-01 22:49:58,u531874956,컴퓨터,p14300088,159.82,V
2022-06-01 22:49:58,u533569868,식품,p27022380,586.91,V
2022-06-01 22:50:00,u519218560,자동차,p32004780,77.2,V
2022-06-01 22:50:05,u549806011,컴퓨터,p18020100,359.08,V
2022-06-01 22:50:05,u525075657,패션,p58002740,51.97,V
2022-06-01 22:50:06,u544754369,식품,p12704579,62.71,V
2022-06-01 22:50:14,u533219928,패션,p50003070,153.6,V
2022-06-01 22:50:19,u514228047,컴퓨터,p16800584,99.1,V
2022-06-01 22:50:25,u562363403,식품,p38003100,30.58,V
2022-06-01 22:50:28,u530188395,패션,p58008430,46.31,V
2022-06-01 22:50:32,u542913550,식품,p10044970,162.14,V
2022-06-01 22:50:35,u564601061,자동차,p29002000,84.38,V
2022-06-01 22:50:42,u547139252,자동차,p13061330,1145.2,V
2022-06-01 22:50:42,u516119531,식품,p48038040,192.92,V
2022-06-01 22:50:44,u559405738,식품,p43000100,97.79,V
2022-06-01 22:50:46,u518917643,자동차,p11300000,17.02,V
2022-06-01 22:50:49,u513096593,자동차,p14803100,720.48,V
2022-06-01 22:50:49,u516617888,식품,p57001600,45.05,V
2022-06-01 22:50:56,u538139300,식품,p10042270,998.41,V
2022-06-01 22:50:57,u514376055,패션,p15100310,411.59,V
2022-06-01 22:51:09,u565531754,식품,p26403273,278.51,V
2022-06-01 22:51:19,u513096593,식품,p14803400,1209.55,V
2022-06-01 22:51:20,u512857307,식품,p37013180,195.35,V
2022-06-01 22:51:22,u515018011,컴퓨터,p10042480,1003.62,V
2022-06-01 22:51:37,u512552504,컴퓨터,p13043150,2311.49,V
2022-06-01 22:51:41,u544754369,식품,p12709892,149.94,V
2022-06-01 22:51:53,u531874956,컴퓨터,p14300131,2574.04,V
2022-06-01 22:51:55,u525603964,식품,p38900087,56.6,V
2022-06-01 22:52:20,u518917643,패션,p11300053,17.75,B
2022-06-01 22:52:31,u513176254,컴퓨터,p27022770,465.68,V
2022-06-01 22:52:35,u513907743,컴퓨터,p71011200,88.25,V
2022-06-01 22:52:37,u515018011,컴퓨터,p10042560,775.8,V
2022-06-01 22:52:39,u550035899,패션,p26006750,319.09,V
2022-06-01 22:52:44,u518917643,식품,p11300059,17.47,V
2022-06-01 22:52:45,u521589339,패션,p19200111,339.78,V
2022-06-01 22:52:48,u514019691,패션,p65009070,102.71,V
2022-06-01 22:52:49,u512729753,식품,p30900651,9.76,V
2022-06-01 22:52:49,u533395959,자동차,p36014230,236.94,V
2022-06-01 22:52:52,u554128138,패션,p28715827,62.81,V
2022-06-01 22:53:13,u545634079,식품,p10047850,265.82,V
2022-06-01 22:53:14,u515911018,식품,p28717910,102.45,V
2022-06-01 22:53:16,u520315124,자동차,p10049660,231.59,V
2022-06-01 22:53:19,u530188395,자동차,p58007870,306.31,V
2022-06-01 22:53:22,u566573950,자동차,p48024010,43.43,V
2022-06-01 22:53:23,u547109083,패션,p16700075,38.61,V
2022-06-01 22:53:24,u521589339,패션,p19200131,312.17,V
2022-06-01 22:53:27,u514228047,자동차,p16800562,450.44,V
2022-06-01 22:53:28,u518562310,식품,p10048560,128.18,V
2022-06-01 22:53:30,u512857307,패션,p11400667,18.96,V
2022-06-01 22:53:33,u544754369,식품,p11900021,122.61,V
2022-06-01 22:53:33,u525603964,패션,p38900094,43.73,V
2022-06-01 22:53:38,u521589339,식품,p19200000,310.03,V
2022-06-01 22:53:40,u523272235,식품,p21411886,23.94,V
2022-06-01 22:53:42,u566567851,패션,p13200956,540.55,V
2022-06-01 22:53:46,u512625963,컴퓨터,p10051180,976.04,V
2022-06-01 22:53:58,u524347765,식품,p13070730,682.09,V
2022-06-01 22:54:05,u544754369,식품,p11900021,122.61,V
2022-06-01 22:54:19,u525075657,패션,p58015810,33.95,V
2022-06-01 22:54:20,u561710731,식품,p17012720,138.74,V
2022-06-01 22:54:23,u543203506,식품,p10043850,776.08,V
2022-06-01 22:54:25,u512443477,패션,p12714331,39.25,V
2022-06-01 22:54:36,u566574406,컴퓨터,p26300189,351.1,V
2022-06-01 22:54:38,u547558327,패션,p31501017,141.7,V
2022-06-01 22:54:43,u531874956,식품,p14300017,84.94,V
2022-06-01 22:54:46,u554128138,패션,p28717109,62.81,V
2022-06-01 22:55:00,u512919260,식품,p48042950,22.76,V
2022-06-01 22:55:01,u547139252,식품,p13072930,1023.35,V
2022-06-01 22:55:02,u538139300,식품,p26500570,131.28,V
2022-06-01 22:55:08,u513580207,컴퓨터,p26403203,98.84,V
2022-06-01 22:55:11,u560832187,자동차,p26400194,250.46,V
2022-06-01 22:55:12,u515940731,자동차,p17300768,54.51,V
2022-06-01 22:55:13,u515260604,컴퓨터,p72032260,51.06,V
2022-06-01 22:55:21,u515260604,컴퓨터,p72032260,51.06,V
2022-06-01 22:55:24,u512655902,자동차,p10043170,159.26,V
2022-06-01 22:55:28,u514209157,컴퓨터,p32801130,409.15,V
2022-06-01 22:55:28,u547558327,식품,p31501264,102.71,V
2022-06-01 22:55:29,u514376055,패션,p15100102,568.87,V
2022-06-01 22:55:39,u547820678,식품,p58005460,84.38,V
2022-06-01 22:55:45,u566030080,식품,p94000650,215.68,V
2022-06-01 22:55:53,u518373556,패션,p48044180,180.16,V
2022-06-01 22:56:00,u566567851,자동차,p18700000,1257.95,V
2022-06-01 22:56:01,u513315013,컴퓨터,p48033990,33.21,V
2022-06-01 22:56:04,u513670761,식품,p12700699,52.25,V
2022-06-01 22:56:06,u515911018,자동차,p28716560,71.82,V
2022-06-01 22:56:10,u547139252,식품,p13072930,1023.35,V
2022-06-01 22:56:21,u535862523,패션,p63014170,46.31,V
2022-06-01 22:56:23,u545285887,식품,p10052530,308.34,V
2022-06-01 22:56:28,u512686201,패션,p32800093,457.64,V
2022-06-01 22:56:32,u542826157,식품,p21401512,196.92,V
2022-06-01 22:56:36,u559562721,자동차,p18018050,228.76,V
2022-06-01 22:56:39,u518908567,패션,p12714217,41.16,V
2022-06-01 22:56:41,u547139252,패션,p13070690,488.82,V
2022-06-01 22:56:48,u516495137,식품,p88007480,73.64,V
2022-06-01 22:56:49,u566442331,식품,p20100292,122.47,V
2022-06-01 22:56:52,u524417392,패션,p15800006,120.83,V
2022-06-01 22:57:01,u516495137,컴퓨터,p88010270,79.77,V
2022-06-01 22:57:06,u520885045,식품,p10048560,128.18,V
2022-06-01 22:57:13,u552236422,컴퓨터,p26404610,97.56,V
2022-06-01 22:57:27,u513800262,컴퓨터,p26204329,134.88,V
2022-06-01 22:57:27,u513589850,식품,p18016900,369.45,V
2022-06-01 22:57:30,u515433605,패션,p34800581,28.31,V
2022-06-01 22:57:32,u557125242,패션,p48047180,360.09,V
2022-06-01 22:57:34,u514911754,패션,p26200740,251.06,V
2022-06-01 22:57:38,u554965315,식품,p10050080,94.37,V
2022-06-01 22:57:38,u562415255,식품,p51002850,102.7,V
2022-06-01 22:57:44,u547139252,식품,p13071870,888.03,V
2022-06-01 22:57:46,u520885045,식품,p10048360,229.9,V
2022-06-01 22:57:53,u566030080,자동차,p94000770,311.77,V
2022-06-01 22:58:02,u530188395,식품,p58015250,69.37,V
2022-06-01 22:58:04,u516495137,패션,p88004440,48.08,V
2022-06-01 22:58:06,u550035899,식품,p26003350,258.3,V
2022-06-01 22:58:09,u563178626,식품,p10048580,128.16,V
