date,team,continent,H/A,oppenent,op_continent,scored_goal,conceded_goal,tournament,result
2001-12-08,Somalia,Africa,Home,Rwanda,Africa,0,3,Others,Lose
2001-12-08,Rwanda,Africa,Away,Somalia,Africa,3,0,Others,Win
2001-12-09,Tanzania,Africa,Home,Burundi,Africa,2,1,Others,Win
2001-12-09,Burundi,Africa,Away,Tanzania,Africa,1,2,Others,Lose
2001-12-09,USA,North America,Home,Korea,Asia,0,1,Frendly,Lose
2001-12-09,Korea,Asia,Away,USA,North America,1,0,Frendly,Win
2001-12-09,Djibouti,Africa,Home,Uganda,Africa,1,10,Others,Lose
2001-12-09,Uganda,Africa,Away,Djibouti,Africa,10,1,Others,Win
2001-12-10,Eritrea,Africa,Home,Kenya,Africa,1,2,Others,Lose
2001-12-10,Kenya,Africa,Away,Eritrea,Africa,2,1,Others,Win
2001-12-11,Djibouti,Africa,Home,Burundi,Africa,1,3,Others,Lose
2001-12-11,Burundi,Africa,Away,Djibouti,Africa,3,1,Others,Win
2001-12-11,Tanzania,Africa,Home,Uganda,Africa,1,0,Others,Win
2001-12-11,Uganda,Africa,Away,Tanzania,Africa,0,1,Others,Lose
2001-12-12,Somalia,Africa,Home,Kenya,Africa,0,3,Others,Lose
2001-12-12,Kenya,Africa,Away,Somalia,Africa,3,0,Others,Win
2001-12-12,Eritrea,Africa,Home,Rwanda,Africa,0,1,Others,Lose
2001-12-12,Rwanda,Africa,Away,Eritrea,Africa,1,0,Others,Win
2001-12-13,Oman,Asia,Home,Bahrain,Asia,2,2,Frendly,Draw
2001-12-13,Bahrain,Asia,Away,Oman,Asia,2,2,Frendly,Draw
2001-12-13,Djibouti,Africa,Home,Tanzania,Africa,1,4,Others,Lose
2001-12-13,Tanzania,Africa,Away,Djibouti,Africa,4,1,Others,Win
2001-12-14,Somalia,Africa,Home,Eritrea,Africa,0,0,Others,Draw
2001-12-14,Eritrea,Africa,Away,Somalia,Africa,0,0,Others,Draw
2001-12-14,Burundi,Africa,Home,Uganda,Africa,2,0,Others,Win
2001-12-14,Uganda,Africa,Away,Burundi,Africa,0,2,Others,Lose
2001-12-15,Namibia,Africa,Home,Botswana,Africa,2,3,Frendly,Lose
2001-12-15,Botswana,Africa,Away,Namibia,Africa,3,2,Frendly,Win
2001-12-15,Haiti,North America,Home,El Salvador,North America,0,0,Frendly,Draw
2001-12-15,El Salvador,North America,Away,Haiti,North America,0,0,Frendly,Draw
2001-12-15,Kenya,Africa,Home,Rwanda,Africa,0,0,Others,Draw
2001-12-15,Rwanda,Africa,Away,Kenya,Africa,0,0,Others,Draw
2001-12-16,Lesotho,Africa,Home,Botswana,Africa,0,1,Frendly,Lose
2001-12-16,Botswana,Africa,Away,Lesotho,Africa,1,0,Frendly,Win
2001-12-16,Togo,Africa,Home,Burkina Faso,Africa,2,1,Frendly,Win
2001-12-16,Burkina Faso,Africa,Away,Togo,Africa,1,2,Frendly,Lose
2001-12-17,Eritrea,Africa,Home,Kenya,Africa,0,1,Others,Lose
2001-12-17,Kenya,Africa,Away,Eritrea,Africa,1,0,Others,Win
2001-12-18,Burundi,Africa,Home,Ethiopia,Africa,2,2,Frendly,Draw
2001-12-18,Ethiopia,Africa,Away,Burundi,Africa,2,2,Frendly,Draw
2001-12-18,Uganda,Africa,Home,Rwanda,Africa,2,3,Others,Lose
2001-12-18,Rwanda,Africa,Away,Uganda,Africa,3,2,Others,Win
2001-12-20,Ethiopia,Africa,Home,Rwanda,Africa,1,0,Others,Win
2001-12-20,Rwanda,Africa,Away,Ethiopia,Africa,0,1,Others,Lose
2001-12-22,Ethiopia,Africa,Home,Kenya,Africa,2,1,Others,Win
2001-12-22,Kenya,Africa,Away,Ethiopia,Africa,1,2,Others,Lose
2001-12-22,Burkina Faso,Africa,Home,Togo,Africa,0,1,Frendly,Lose
2001-12-22,Togo,Africa,Away,Burkina Faso,Africa,1,0,Frendly,Win
2001-12-23,Syria,Asia,Home,Oman,Asia,0,2,Frendly,Lose
2001-12-23,Oman,Asia,Away,Syria,Asia,2,0,Frendly,Win
2001-12-25,Ghana,Africa,Home,Mali,Africa,1,1,Frendly,Draw
2001-12-25,Mali,Africa,Away,Ghana,Africa,1,1,Frendly,Draw
2001-12-25,Syria,Asia,Home,Oman,Asia,0,1,Frendly,Lose
2001-12-25,Oman,Asia,Away,Syria,Asia,1,0,Frendly,Win
2001-12-26,Burkina Faso,Africa,Home,Senegal,Africa,4,2,Frendly,Win
2001-12-26,Senegal,Africa,Away,Burkina Faso,Africa,2,4,Frendly,Lose
2001-12-28,Burkina Faso,Africa,Home,Mali,Africa,1,2,Frendly,Lose
2001-12-28,Mali,Africa,Away,Burkina Faso,Africa,2,1,Frendly,Win
2001-12-29,Syria,Asia,Home,Kuwait,Asia,0,0,Frendly,Draw
2001-12-29,Kuwait,Asia,Away,Syria,Asia,0,0,Frendly,Draw
2001-12-30,Togo,Africa,Home,Benin,Africa,1,1,Frendly,Draw
2001-12-30,Benin,Africa,Away,Togo,Africa,1,1,Frendly,Draw
2001-12-30,North Macedonia,Europe,Home,Oman,Asia,0,2,Frendly,Lose
2001-12-30,Oman,Asia,Away,North Macedonia,Europe,2,0,Frendly,Win
2001-12-30,Egypt,Africa,Home,Qatar,Asia,2,2,Frendly,Draw
2001-12-30,Qatar,Asia,Away,Egypt,Africa,2,2,Frendly,Draw
2001-12-30,Zimbabwe,Africa,Home,Saudi Arabia,Asia,2,0,Frendly,Win
2001-12-30,Saudi Arabia,Asia,Away,Zimbabwe,Africa,0,2,Frendly,Lose
2001-12-30,Algeria,Africa,Home,Senegal,Africa,0,1,Frendly,Lose
2001-12-30,Senegal,Africa,Away,Algeria,Africa,1,0,Frendly,Win
2001-12-30,Liberia,Africa,Home,Tunisia,Africa,2,7,Frendly,Lose
2001-12-30,Tunisia,Africa,Away,Liberia,Africa,7,2,Frendly,Win
2001-12-31,Syria,Asia,Home,Kuwait,Asia,2,2,Frendly,Draw
2001-12-31,Kuwait,Asia,Away,Syria,Asia,2,2,Frendly,Draw
2002-01-04,Finland,Europe,Home,Bahrain,Asia,2,0,Others,Win
2002-01-04,Bahrain,Asia,Away,Finland,Europe,0,2,Others,Lose
2002-01-04,Ghana,Africa,Home,Egypt,Africa,0,2,Frendly,Lose
2002-01-04,Egypt,Africa,Away,Ghana,Africa,2,0,Frendly,Win
2002-01-05,North Macedonia,Europe,Home,Albania,Europe,0,0,Others,Draw
2002-01-05,Albania,Europe,Away,North Macedonia,Europe,0,0,Others,Draw
2002-01-05,Zimbabwe,Africa,Home,Kuwait,Asia,0,3,Frendly,Lose
2002-01-05,Kuwait,Asia,Away,Zimbabwe,Africa,3,0,Frendly,Win
2002-01-06,Guatemala,North America,Home,Cuba,North America,1,0,Frendly,Win
2002-01-06,Cuba,North America,Away,Guatemala,North America,0,1,Frendly,Lose
2002-01-06,Mali,Africa,Home,Egypt,Africa,2,1,Frendly,Win
2002-01-06,Egypt,Africa,Away,Mali,Africa,1,2,Frendly,Lose
2002-01-07,Finland,Europe,Home,Albania,Europe,1,1,Others,Draw
2002-01-07,Albania,Europe,Away,Finland,Europe,1,1,Others,Draw
2002-01-07,North Macedonia,Europe,Home,Bahrain,Asia,1,1,Others,Draw
2002-01-07,Bahrain,Asia,Away,North Macedonia,Europe,1,1,Others,Draw
2002-01-07,Cameroon,Africa,Home,Burkina Faso,Africa,3,1,Frendly,Win
2002-01-07,Burkina Faso,Africa,Away,Cameroon,Africa,1,3,Frendly,Lose
2002-01-08,Iceland,Europe,Home,Kuwait,Asia,0,0,Frendly,Draw
2002-01-08,Kuwait,Asia,Away,Iceland,Europe,0,0,Frendly,Draw
2002-01-08,Zimbabwe,Africa,Home,Qatar,Asia,2,0,Frendly,Win
2002-01-08,Qatar,Asia,Away,Zimbabwe,Africa,0,2,Frendly,Lose
2002-01-09,Guatemala,North America,Home,Cuba,North America,0,0,Frendly,Draw
2002-01-09,Cuba,North America,Away,Guatemala,North America,0,0,Frendly,Draw
2002-01-10,Albania,Europe,Home,Bahrain,Asia,0,3,Others,Lose
2002-01-10,Bahrain,Asia,Away,Albania,Europe,3,0,Others,Win
2002-01-10,North Macedonia,Europe,Home,Finland,Europe,0,3,Others,Lose
2002-01-10,Finland,Europe,Away,North Macedonia,Europe,3,0,Others,Win
2002-01-10,Zambia,Africa,Home,Mali,Africa,1,1,Frendly,Draw
2002-01-10,Mali,Africa,Away,Zambia,Africa,1,1,Frendly,Draw
2002-01-10,Iceland,Europe,Home,Saudi Arabia,Asia,0,1,Frendly,Lose
2002-01-10,Saudi Arabia,Asia,Away,Iceland,Europe,1,0,Frendly,Win
2002-01-11,Burkina Faso,Africa,Home,Egypt,Africa,2,2,Frendly,Draw
2002-01-11,Egypt,Africa,Away,Burkina Faso,Africa,2,2,Frendly,Draw
2002-01-11,Trinidad and Tobago,South America,Home,Grenada,North America,3,2,Frendly,Win
2002-01-11,Grenada,North America,Away,Trinidad and Tobago,South America,2,3,Frendly,Lose
2002-01-11,Oman,Asia,Home,Iraq,Asia,0,2,Frendly,Lose
2002-01-11,Iraq,Asia,Away,Oman,Asia,2,0,Frendly,Win
2002-01-11,Cameroon,Africa,Home,Tunisia,Africa,1,0,Frendly,Win
2002-01-11,Tunisia,Africa,Away,Cameroon,Africa,0,1,Frendly,Lose
2002-01-12,Guatemala,North America,Home,Ecuador,South America,0,1,Frendly,Lose
2002-01-12,Ecuador,South America,Away,Guatemala,North America,1,0,Frendly,Win
2002-01-12,Nigeria,Africa,Home,Côte d'Ivoire,Africa,1,1,Frendly,Draw
2002-01-12,Côte d'Ivoire,Africa,Away,Nigeria,Africa,1,1,Frendly,Draw
2002-01-13,Guinea,Africa,Home,Morocco,Africa,1,2,Frendly,Lose
2002-01-13,Morocco,Africa,Away,Guinea,Africa,2,1,Frendly,Win
2002-01-13,Iraq,Asia,Home,Qatar,Asia,3,1,Frendly,Win
2002-01-13,Qatar,Asia,Away,Iraq,Asia,1,3,Frendly,Lose
2002-01-14,Benin,Africa,Home,Algeria,Africa,0,4,Frendly,Lose
2002-01-14,Algeria,Africa,Away,Benin,Africa,4,0,Frendly,Win
2002-01-15,Angola,Africa,Home,South Africa,Africa,0,1,Frendly,Lose
2002-01-15,South Africa,Africa,Away,Angola,Africa,1,0,Frendly,Win
2002-01-16,Morocco,Africa,Home,Gambia,Africa,2,0,Frendly,Win
2002-01-16,Gambia,Africa,Away,Morocco,Africa,0,2,Frendly,Lose
2002-01-16,Kuwait,Asia,Home,Saudi Arabia,Asia,1,1,Others,Draw
2002-01-16,Saudi Arabia,Asia,Away,Kuwait,Asia,1,1,Others,Draw
2002-01-17,Bahrain,Asia,Home,Qatar,Asia,0,1,Others,Lose
2002-01-17,Qatar,Asia,Away,Bahrain,Asia,1,0,Others,Win
2002-01-17,Oman,Asia,Home,United Arab Emirates,Asia,0,1,Others,Lose
2002-01-17,United Arab Emirates,Asia,Away,Oman,Asia,1,0,Others,Win
2002-01-18,Canada,North America,Home,Haiti,North America,2,0,Others,Win
2002-01-18,Haiti,North America,Away,Canada,North America,0,2,Others,Lose
2002-01-19,Mexico,North America,Home,El Salvador,North America,1,0,Others,Win
2002-01-19,El Salvador,North America,Away,Mexico,North America,0,1,Others,Lose
2002-01-19,Oman,Asia,Home,Kuwait,Asia,3,1,Others,Win
2002-01-19,Kuwait,Asia,Away,Oman,Asia,1,3,Others,Lose
2002-01-19,Liberia,Africa,Home,Mali,Africa,1,1,Others,Draw
2002-01-19,Mali,Africa,Away,Liberia,Africa,1,1,Others,Draw
2002-01-19,Grenada,North America,Home,St. Kitts and Nevis,North America,1,1,Frendly,Draw
2002-01-19,St. Kitts and Nevis,North America,Away,Grenada,North America,1,1,Frendly,Draw
2002-01-19,Korea,Asia,Home,USA,North America,1,2,Others,Lose
2002-01-19,USA,North America,Away,Korea,Asia,2,1,Others,Win
2002-01-20,Dominica,North America,Home,Antigua and Barbuda,North America,0,4,Frendly,Lose
2002-01-20,Antigua and Barbuda,North America,Away,Dominica,North America,4,0,Frendly,Win
2002-01-20,Congo DR,Africa,Home,Cameroon,Africa,0,1,Others,Lose
2002-01-20,Cameroon,Africa,Away,Congo DR,Africa,1,0,Others,Win
2002-01-20,Trinidad and Tobago,South America,Home,Costa Rica,North America,1,1,Others,Draw
2002-01-20,Costa Rica,North America,Away,Trinidad and Tobago,South America,1,1,Others,Draw
2002-01-20,Haiti,North America,Home,Ecuador,South America,2,0,Others,Win
2002-01-20,Ecuador,South America,Away,Haiti,North America,0,2,Others,Lose
2002-01-20,Senegal,Africa,Home,Egypt,Africa,1,0,Others,Win
2002-01-20,Egypt,Africa,Away,Senegal,Africa,0,1,Others,Lose
2002-01-20,Bahrain,Asia,Home,Saudi Arabia,Asia,1,3,Others,Lose
2002-01-20,Saudi Arabia,Asia,Away,Bahrain,Asia,3,1,Others,Win
2002-01-20,Burkina Faso,Africa,Home,South Africa,Africa,0,0,Others,Draw
2002-01-20,South Africa,Africa,Away,Burkina Faso,Africa,0,0,Others,Draw
2002-01-20,Qatar,Asia,Home,United Arab Emirates,Asia,2,0,Others,Win
2002-01-20,United Arab Emirates,Asia,Away,Qatar,Asia,0,2,Others,Lose
2002-01-21,Nigeria,Africa,Home,Algeria,Africa,1,0,Others,Win
2002-01-21,Algeria,Africa,Away,Nigeria,Africa,0,1,Others,Lose
2002-01-21,Guatemala,North America,Home,Mexico,North America,1,3,Others,Lose
2002-01-21,Mexico,North America,Away,Guatemala,North America,3,1,Others,Win
2002-01-21,Ghana,Africa,Home,Morocco,Africa,0,0,Others,Draw
2002-01-21,Morocco,Africa,Away,Ghana,Africa,0,0,Others,Draw
2002-01-21,Côte d'Ivoire,Africa,Home,Togo,Africa,0,0,Others,Draw
2002-01-21,Togo,Africa,Away,Côte d'Ivoire,Africa,0,0,Others,Draw
2002-01-21,Cuba,North America,Home,USA,North America,0,1,Others,Lose
2002-01-21,USA,North America,Away,Cuba,North America,1,0,Others,Win
2002-01-21,Tunisia,Africa,Home,Zambia,Africa,0,0,Others,Draw
2002-01-21,Zambia,Africa,Away,Tunisia,Africa,0,0,Others,Draw
2002-01-22,Ecuador,South America,Home,Canada,North America,2,0,Others,Win
2002-01-22,Canada,North America,Away,Ecuador,South America,0,2,Others,Lose
2002-01-22,Bahrain,Asia,Home,Kuwait,Asia,0,0,Others,Draw
2002-01-22,Kuwait,Asia,Away,Bahrain,Asia,0,0,Others,Draw
2002-01-23,El Salvador,North America,Home,Guatemala,North America,1,0,Others,Win
2002-01-23,Guatemala,North America,Away,El Salvador,North America,0,1,Others,Lose
2002-01-23,Cuba,North America,Home,Korea,Asia,0,0,Others,Draw
2002-01-23,Korea,Asia,Away,Cuba,North America,0,0,Others,Draw
2002-01-24,Nigeria,Africa,Home,Mali,Africa,0,0,Others,Draw
2002-01-24,Mali,Africa,Away,Nigeria,Africa,0,0,Others,Draw
2002-01-24,Ghana,Africa,Home,South Africa,Africa,0,0,Others,Draw
2002-01-24,South Africa,Africa,Away,Ghana,Africa,0,0,Others,Draw
2002-01-24,Qatar,Asia,Home,Oman,Asia,2,1,Others,Win
2002-01-24,Oman,Asia,Away,Qatar,Asia,1,2,Others,Lose
2002-01-24,United Arab Emirates,Asia,Home,Saudi Arabia,Asia,0,1,Others,Lose
2002-01-24,Saudi Arabia,Asia,Away,United Arab Emirates,Asia,1,0,Others,Win
2002-01-25,Côte d'Ivoire,Africa,Home,Cameroon,Africa,0,1,Others,Lose
2002-01-25,Cameroon,Africa,Away,Côte d'Ivoire,Africa,1,0,Others,Win
2002-01-25,Tunisia,Africa,Home,Egypt,Africa,0,1,Others,Lose
2002-01-25,Egypt,Africa,Away,Tunisia,Africa,1,0,Others,Win
2002-01-25,Algeria,Africa,Home,Liberia,Africa,2,2,Others,Draw
2002-01-25,Liberia,Africa,Away,Algeria,Africa,2,2,Others,Draw
2002-01-26,Morocco,Africa,Home,Burkina Faso,Africa,2,1,Others,Win
2002-01-26,Burkina Faso,Africa,Away,Morocco,Africa,1,2,Others,Lose
2002-01-26,Togo,Africa,Home,Congo DR,Africa,0,0,Others,Draw
2002-01-26,Congo DR,Africa,Away,Togo,Africa,0,0,Others,Draw
2002-01-26,Haiti,North America,Home,Costa Rica,North America,1,2,Others,Lose
2002-01-26,Costa Rica,North America,Away,Haiti,North America,2,1,Others,Win
2002-01-26,Zambia,Africa,Home,Senegal,Africa,0,1,Others,Lose
2002-01-26,Senegal,Africa,Away,Zambia,Africa,1,0,Others,Win
2002-01-26,Qatar,Asia,Home,Kuwait,Asia,1,0,Others,Win
2002-01-26,Kuwait,Asia,Away,Qatar,Asia,0,1,Others,Lose
2002-01-27,Korea,Asia,Home,Mexico,North America,0,0,Others,Draw
2002-01-27,Mexico,North America,Away,Korea,Asia,0,0,Others,Draw
2002-01-27,El Salvador,North America,Home,USA,North America,0,4,Others,Lose
2002-01-27,USA,North America,Away,El Salvador,North America,4,0,Others,Win
2002-01-27,Bahrain,Asia,Home,United Arab Emirates,Asia,2,1,Others,Win
2002-01-27,United Arab Emirates,Asia,Away,Bahrain,Asia,1,2,Others,Lose
2002-01-27,Oman,Asia,Home,Saudi Arabia,Asia,0,2,Others,Lose
2002-01-27,Saudi Arabia,Asia,Away,Oman,Asia,2,0,Others,Win
2002-01-28,Nigeria,Africa,Home,Liberia,Africa,1,0,Others,Win
2002-01-28,Liberia,Africa,Away,Nigeria,Africa,0,1,Others,Lose
2002-01-28,Algeria,Africa,Home,Mali,Africa,0,2,Others,Lose
2002-01-28,Mali,Africa,Away,Algeria,Africa,2,0,Others,Win
2002-01-29,Togo,Africa,Home,Cameroon,Africa,0,3,Others,Lose
2002-01-29,Cameroon,Africa,Away,Togo,Africa,3,0,Others,Win
2002-01-29,Côte d'Ivoire,Africa,Home,Congo DR,Africa,1,3,Others,Lose
2002-01-29,Congo DR,Africa,Away,Côte d'Ivoire,Africa,3,1,Others,Win
2002-01-29,United Arab Emirates,Asia,Home,Kuwait,Asia,1,2,Others,Lose
2002-01-29,Kuwait,Asia,Away,United Arab Emirates,Asia,2,1,Others,Win
2002-01-30,Ghana,Africa,Home,Burkina Faso,Africa,2,1,Others,Win
2002-01-30,Burkina Faso,Africa,Away,Ghana,Africa,1,2,Others,Lose
2002-01-30,Korea,Asia,Home,Costa Rica,North America,1,3,Others,Lose
2002-01-30,Costa Rica,North America,Away,Korea,Asia,3,1,Others,Win
2002-01-30,Morocco,Africa,Home,South Africa,Africa,1,3,Others,Lose
2002-01-30,South Africa,Africa,Away,Morocco,Africa,3,1,Others,Win
2002-01-30,Canada,North America,Home,USA,North America,0,0,Others,Draw
2002-01-30,USA,North America,Away,Canada,North America,0,0,Others,Draw
2002-01-30,Oman,Asia,Home,Bahrain,Asia,1,1,Others,Draw
2002-01-30,Bahrain,Asia,Away,Oman,Asia,1,1,Others,Draw
2002-01-30,Qatar,Asia,Home,Saudi Arabia,Asia,1,3,Others,Lose
2002-01-30,Saudi Arabia,Asia,Away,Qatar,Asia,3,1,Others,Win
2002-01-31,Bolivia,South America,Home,Brazil,South America,0,6,Frendly,Lose
2002-01-31,Brazil,South America,Away,Bolivia,South America,6,0,Frendly,Win
2002-01-31,Zambia,Africa,Home,Egypt,Africa,1,2,Others,Lose
2002-01-31,Egypt,Africa,Away,Zambia,Africa,2,1,Others,Win
2002-01-31,Tunisia,Africa,Home,Senegal,Africa,0,0,Others,Draw
2002-01-31,Senegal,Africa,Away,Tunisia,Africa,0,0,Others,Draw
2002-02-02,Korea,Asia,Home,Canada,North America,1,2,Others,Lose
2002-02-02,Canada,North America,Away,Korea,Asia,2,1,Others,Win
2002-02-02,Costa Rica,North America,Home,USA,North America,0,2,Others,Lose
2002-02-02,USA,North America,Away,Costa Rica,North America,2,0,Others,Win
2002-02-03,South Africa,Africa,Home,Mali,Africa,0,2,Others,Lose
2002-02-03,Mali,Africa,Away,South Africa,Africa,2,0,Others,Win
2002-02-03,Ghana,Africa,Home,Nigeria,Africa,0,1,Others,Lose
2002-02-03,Nigeria,Africa,Away,Ghana,Africa,1,0,Others,Win
2002-02-04,Egypt,Africa,Home,Cameroon,Africa,0,1,Others,Lose
2002-02-04,Cameroon,Africa,Away,Egypt,Africa,1,0,Others,Win
2002-02-04,Congo DR,Africa,Home,Senegal,Africa,0,2,Others,Lose
2002-02-04,Senegal,Africa,Away,Congo DR,Africa,2,0,Others,Win
2002-02-06,Slovakia,Europe,Home,IR Iran,Asia,3,2,Frendly,Win
2002-02-06,IR Iran,Asia,Away,Slovakia,Europe,2,3,Frendly,Lose
2002-02-06,Brazil,South America,Home,Saudi Arabia,Asia,1,0,Frendly,Win
2002-02-06,Saudi Arabia,Asia,Away,Brazil,South America,0,1,Frendly,Lose
2002-02-07,Cameroon,Africa,Home,Mali,Africa,3,0,Others,Win
2002-02-07,Mali,Africa,Away,Cameroon,Africa,0,3,Others,Lose
2002-02-07,Senegal,Africa,Home,Nigeria,Africa,2,1,Others,Win
2002-02-07,Nigeria,Africa,Away,Senegal,Africa,1,2,Others,Lose
2002-02-07,Korea DPR,Asia,Home,Singapore,Asia,1,2,Frendly,Lose
2002-02-07,Singapore,Asia,Away,Korea DPR,Asia,2,1,Frendly,Win
2002-02-09,Moldova,Europe,Home,Lithuania,Europe,0,1,Others,Lose
2002-02-09,Lithuania,Europe,Away,Moldova,Europe,1,0,Others,Win
2002-02-09,Nigeria,Africa,Home,Mali,Africa,3,0,Others,Win
2002-02-09,Mali,Africa,Away,Nigeria,Africa,0,3,Others,Lose
2002-02-09,Jordan,Asia,Home,Malta,Europe,1,2,Others,Lose
2002-02-09,Malta,Europe,Away,Jordan,Asia,2,1,Others,Win
2002-02-10,Poland,Europe,Home,Faroe Islands,Europe,2,1,Frendly,Win
2002-02-10,Faroe Islands,Europe,Away,Poland,Europe,1,2,Frendly,Lose
2002-02-10,Qatar,Asia,Home,Korea DPR,Asia,1,1,Others,Draw
2002-02-10,Korea DPR,Asia,Away,Qatar,Asia,1,1,Others,Draw
2002-02-10,Cameroon,Africa,Home,Senegal,Africa,0,0,Others,Draw
2002-02-10,Senegal,Africa,Away,Cameroon,Africa,0,0,Others,Draw
2002-02-10,Singapore,Asia,Home,Thailand,Asia,0,4,Others,Lose
2002-02-10,Thailand,Asia,Away,Singapore,Asia,4,0,Others,Win
2002-02-11,Lithuania,Europe,Home,Malta,Europe,1,1,Others,Draw
2002-02-11,Malta,Europe,Away,Lithuania,Europe,1,1,Others,Draw
2002-02-11,Jordan,Asia,Home,Moldova,Europe,0,2,Others,Lose
2002-02-11,Moldova,Europe,Away,Jordan,Asia,2,0,Others,Win
2002-02-12,Switzerland,Europe,Home,Cyprus,Europe,1,1,Others,Draw
2002-02-12,Cyprus,Europe,Away,Switzerland,Europe,1,1,Others,Draw
2002-02-12,Hungary,Europe,Home,Czech Republic,Europe,0,2,Others,Lose
2002-02-12,Czech Republic,Europe,Away,Hungary,Europe,2,0,Others,Win
2002-02-12,Singapore,Asia,Home,Korea DPR,Asia,2,4,Others,Lose
2002-02-12,Korea DPR,Asia,Away,Singapore,Asia,4,2,Others,Win
2002-02-12,Honduras,North America,Home,Slovenia,Europe,5,1,Others,Win
2002-02-12,Slovenia,Europe,Away,Honduras,North America,1,5,Others,Lose
2002-02-12,Qatar,Asia,Home,Thailand,Asia,0,1,Others,Lose
2002-02-12,Thailand,Asia,Away,Qatar,Asia,1,0,Others,Win
2002-02-12,Ecuador,South America,Home,Turkey,Europe,1,0,Frendly,Win
2002-02-12,Turkey,Europe,Away,Ecuador,South America,0,1,Frendly,Lose
2002-02-13,Norway,Europe,Home,Belgium,Europe,0,1,Frendly,Lose
2002-02-13,Belgium,Europe,Away,Norway,Europe,1,0,Frendly,Win
2002-02-13,Bulgaria,Europe,Home,Croatia,Europe,0,0,Frendly,Draw
2002-02-13,Croatia,Europe,Away,Bulgaria,Europe,0,0,Frendly,Draw
2002-02-13,Czech Republic,Europe,Home,Cyprus,Europe,4,3,Others,Win
2002-02-13,Cyprus,Europe,Away,Czech Republic,Europe,3,4,Others,Lose
2002-02-13,Liechtenstein,Europe,Home,Faroe Islands,Europe,0,1,Frendly,Lose
2002-02-13,Faroe Islands,Europe,Away,Liechtenstein,Europe,1,0,Frendly,Win
2002-02-13,Romania,Europe,Home,France,Europe,1,2,Frendly,Lose
2002-02-13,France,Europe,Away,Romania,Europe,2,1,Frendly,Win
2002-02-13,Israel,Europe,Home,Germany,Europe,1,7,Frendly,Lose
2002-02-13,Germany,Europe,Away,Israel,Europe,7,1,Frendly,Win
2002-02-13,Sweden,Europe,Home,Greece,Europe,2,2,Frendly,Draw
2002-02-13,Greece,Europe,Away,Sweden,Europe,2,2,Frendly,Draw
2002-02-13,Russia,Europe,Home,Republic of Ireland,Europe,0,2,Frendly,Lose
2002-02-13,Republic of Ireland,Europe,Away,Russia,Europe,2,0,Frendly,Win
2002-02-13,USA,North America,Home,Italy,Europe,0,1,Frendly,Lose
2002-02-13,Italy,Europe,Away,USA,North America,1,0,Frendly,Win
2002-02-13,Jordan,Asia,Home,Lithuania,Europe,3,0,Others,Win
2002-02-13,Lithuania,Europe,Away,Jordan,Asia,0,3,Others,Lose
2002-02-13,Albania,Europe,Home,Luxembourg,Europe,0,0,Frendly,Draw
2002-02-13,Luxembourg,Europe,Away,Albania,Europe,0,0,Frendly,Draw
2002-02-13,Moldova,Europe,Home,Malta,Europe,0,3,Others,Lose
2002-02-13,Malta,Europe,Away,Moldova,Europe,3,0,Others,Win
2002-02-13,England,Europe,Home,Netherlands,Europe,1,1,Frendly,Draw
2002-02-13,Netherlands,Europe,Away,England,Europe,1,1,Frendly,Draw
2002-02-13,Poland,Europe,Home,Northern Ireland,Europe,4,1,Frendly,Win
2002-02-13,Northern Ireland,Europe,Away,Poland,Europe,1,4,Frendly,Lose
2002-02-13,Bolivia,South America,Home,Paraguay,South America,2,2,Frendly,Draw
2002-02-13,Paraguay,South America,Away,Bolivia,South America,2,2,Frendly,Draw
2002-02-13,Denmark,Europe,Home,Saudi Arabia,Asia,1,0,Frendly,Win
2002-02-13,Saudi Arabia,Asia,Away,Denmark,Europe,0,1,Frendly,Lose
2002-02-13,Portugal,Europe,Home,Spain,Europe,1,1,Frendly,Draw
2002-02-13,Spain,Europe,Away,Portugal,Europe,1,1,Frendly,Draw
2002-02-13,Hungary,Europe,Home,Switzerland,Europe,1,2,Others,Lose
2002-02-13,Switzerland,Europe,Away,Hungary,Europe,2,1,Others,Win
2002-02-13,Korea,Asia,Home,Uruguay,South America,1,2,Frendly,Lose
2002-02-13,Uruguay,South America,Away,Korea,Asia,2,1,Frendly,Win
2002-02-13,Argentina,South America,Home,Wales,Europe,1,1,Frendly,Draw
2002-02-13,Wales,Europe,Away,Argentina,South America,1,1,Frendly,Draw
2002-02-14,Singapore,Asia,Home,Qatar,Asia,0,3,Others,Lose
2002-02-14,Qatar,Asia,Away,Singapore,Asia,3,0,Others,Win
2002-02-14,Korea DPR,Asia,Home,Thailand,Asia,1,0,Others,Win
2002-02-14,Thailand,Asia,Away,Korea DPR,Asia,0,1,Others,Lose
2002-02-15,Slovenia,Europe,Home,China PR,Asia,0,0,Others,Draw
2002-02-15,China PR,Asia,Away,Slovenia,Europe,0,0,Others,Draw
2002-02-16,Singapore,Asia,Home,Qatar,Asia,0,2,Others,Lose
2002-02-16,Qatar,Asia,Away,Singapore,Asia,2,0,Others,Win
2002-02-16,Korea DPR,Asia,Home,Thailand,Asia,0,0,Others,Draw
2002-02-16,Thailand,Asia,Away,Korea DPR,Asia,0,0,Others,Draw
2002-03-01,Venezuela,South America,Home,IR Iran,Asia,0,1,Frendly,Lose
2002-03-01,IR Iran,Asia,Away,Venezuela,South America,1,0,Frendly,Win
